FECHA,DEPARTAMENTO,MUNICIPIO,DIA,HORA,BARRIO,ZONA,CLASE DE SITIO,ARMA EMPLEADA,MOVIL AGRESOR,MOVIL VICTIMA,EDAD,SEXO,ESTADO CIVIL,PAIS DE NACIMIENTO,CLASE DE EMPLEADO,PROFESION,ESCOLARIDAD,CODIGO DANE,CLASE,MARCA,LINEA,MODELO,COLOR,CANTIDAD,ANIO,MES,UTC DATETIME
2021-02-02,ANTIOQUIA,MEDELLIN (CT),MARTES,10:00:00,BARRIO COLON C-10,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,41,FEMENINO,DIVORCIADO,COLOMBIA,EMPLEADO PARTICULAR,-,TECNICO,5001000,AUTOMOVIL,CHEVROLET,SPARK,2019,GRIS,1,2021,FEBRERO,2021-02-02T10:00:00Z
2021-02-02,ANTIOQUIA,MEDELLIN (CT),MARTES,15:00:00,BOLIVARIANA C-11,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,33,MASCULINO,SOLTERO,-,EMPLEADO PARTICULAR,NO REPORTADA,NO REPORTADO,5001000,CAMIONETA,KIA,NEW SPORTAGE LX,2016,BLANCO,1,2021,FEBRERO,2021-02-02T15:00:00Z
2021-02-02,ANTIOQUIA,MEDELLIN (CT),MARTES,01:30:00,LAS ACACIAS C-11,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,57,FEMENINO,DIVORCIADO,COLOMBIA,EMPLEADO PARTICULAR,ADMINISTRACION  AGRICOLA,TECNOLOGO,5001000,AUTOMOVIL,HYUNDAI,ACCENT GL,2013,PLATA,1,2021,FEBRERO,2021-02-02T01:30:00Z
2021-02-02,ATLANTICO,BARRANQUILLA (CT),MARTES,20:40:00,BOSTON,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,CONDUCTOR VEHICULO,49,MASCULINO,CASADO,COLOMBIA,EMPLEADO PARTICULAR,-,SUPERIOR,8001000,CAMIONETA,TOYOTA,HILUX,2018,BLANCO,1,2021,FEBRERO,2021-02-02T20:40:00Z
2021-02-02,ATLANTICO,BARRANQUILLA (CT),MARTES,11:05:00,LA CAMPINA,URBANA,LAVA-AUTOS,LLAVE MAESTRA,PASAJERO MOTOCICLETA,CONDUCTOR VEHICULO,34,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,8001000,CAMION,MAZAKI,MZ 100 XL,2015,BLANCO,1,2021,FEBRERO,2021-02-02T11:05:00Z
2021-02-02,BOLIVAR,CARTAGENA (CT),MARTES,04:30:00,SAN FERNANDO,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,69,MASCULINO,CASADO,COLOMBIA,PENSIONADO,ADMINISTRACION  DE EMPRESAS,SUPERIOR,13001000,AUTOMOVIL,MAZDA,323,1988,AZUL,1,2021,FEBRERO,2021-02-02T04:30:00Z
2021-02-02,CAUCA,POPAYAN (CT),MARTES,19:55:00,LOS COMUNEROS,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,LLAVE MAESTRA,A PIE,A PIE,39,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,NO REPORTADA,SECUNDARIA,19001000,CAMIONETA,MAZDA,B26DC3,2004,BLANCO,1,2021,FEBRERO,2021-02-02T19:55:00Z
2021-02-02,CUNDINAMARCA,BOGOTA D.C. (CT),MARTES,23:00:00,LOS MOLINOS I SECTOR E-18,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,CONDUCTOR VEHICULO,49,FEMENINO,CASADO,COLOMBIA,INDEPENDIENTE,ADMINISTRACION  COMERCIAL,SECUNDARIA,11001000,AUTOMOVIL,MAZDA,323,1990,SILICE TORNADO,1,2021,FEBRERO,2021-02-02T23:00:00Z
2021-02-02,CUNDINAMARCA,BOGOTA D.C. (CT),MARTES,02:00:00,LA SABANA DE TIBABUYES E-11,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,68,FEMENINO,CASADO,COLOMBIA,PENSIONADO,ADMINISTRACION  DE EMPRESAS,SUPERIOR,11001000,AUTOMOVIL,CHEVROLET,OPTRA ADVANCE,2011,ROJO,1,2021,FEBRERO,2021-02-02T02:00:00Z
2021-02-02,CUNDINAMARCA,BOGOTA D.C. (CT),MARTES,09:00:00,LA CHUCUA E-8,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,63,MASCULINO,VIUDO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,11001000,CAMION,JAC,HFC1035KN,2017,PLATA,1,2021,FEBRERO,2021-02-02T09:00:00Z
2021-02-02,CUNDINAMARCA,BOGOTA D.C. (CT),MARTES,12:00:00,VERGEL E-8,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,50,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,11001000,AUTOMOVIL,ZOTYE,-,2011,ROJO,1,2021,FEBRERO,2021-02-02T12:00:00Z
2021-02-02,CUNDINAMARCA,BOGOTA D.C. (CT),MARTES,05:00:00,QUIRIGUA I E-10,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,CONDUCTOR VEHICULO,51,MASCULINO,UNION LIBRE,COLOMBIA,DESEMPLEADO,-,SECUNDARIA,11001000,AUTOMOVIL,VOLKSWAGEN,VOYAGE,2018,GRIS PLATINO,1,2021,FEBRERO,2021-02-02T05:00:00Z
2021-02-02,CUNDINAMARCA,BOGOTA D.C. (CT),MARTES,23:30:00,VILLA AMALIA E-10,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,CONDUCTOR VEHICULO,55,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,ADMINISTRACION  DE COMERCIO EXTERIOR,SECUNDARIA,11001000,AUTOMOVIL,CHEVROLET,CORSA EVOLUTION,2006,ROJO,1,2021,FEBRERO,2021-02-02T23:30:00Z
2021-02-02,CUNDINAMARCA,BOGOTA D.C. (CT),MARTES,10:30:00,BONANZA E-10,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,67,MASCULINO,CASADO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,11001000,CAMIONETA,CHEVROLET,LUV TFR,1991,BLANCO,1,2021,FEBRERO,2021-02-02T10:30:00Z
2021-02-02,CUNDINAMARCA,BOGOTA D.C. (CT),MARTES,05:30:00,VILLA CLAUDIA E-8,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,28,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,SUPERIOR,11001000,CAMIONETA,CHEVROLET,NHR,2017,BLANCO,1,2021,FEBRERO,2021-02-02T05:30:00Z
2021-02-02,CUNDINAMARCA,BOGOTA D.C. (CT),MARTES,21:10:00,CASTILLA E-8,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,33,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,TECNICO,11001000,AUTOMOVIL,CHEVROLET,SPARK,2018,BLANCO,1,2021,FEBRERO,2021-02-02T21:10:00Z
2021-02-02,CUNDINAMARCA,BOGOTA D.C. (CT),MARTES,14:10:00,EL RESTREPO E-15,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,52,FEMENINO,CASADO,COLOMBIA,EMPLEADO PARTICULAR,-,PRIMARIA,11001000,AUTOMOVIL,CHEVROLET,SAIL,2015,ROJO,1,2021,FEBRERO,2021-02-02T14:10:00Z
2021-02-02,CUNDINAMARCA,BOGOTA D.C. (CT),MARTES,03:10:00,LAS DELICIAS E-8,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,75,MASCULINO,CASADO,COLOMBIA,PENSIONADO,-,PRIMARIA,11001000,AUTOMOVIL,DODGE,POLARA,1978,ROJO,1,2021,FEBRERO,2021-02-02T03:10:00Z
2021-02-02,CUNDINAMARCA,BOGOTA D.C. (CT),MARTES,22:25:00,BARCELONA E-16,URBANA,PARQUEADERO,ARMA DE FUEGO,A PIE,CONDUCTOR VEHICULO,51,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,ADMINISTRACION  DE EMPRESAS,SUPERIOR,11001000,CAMIONETA,TOYOTA,FORTUNER,2019,PLATA,1,2021,FEBRERO,2021-02-02T22:25:00Z
2021-02-02,CUNDINAMARCA,BOGOTA D.C. (CT),MARTES,19:24:00,TINTAL E-8,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,53,FEMENINO,SOLTERO,COLOMBIA,PENSIONADO,-,TECNICO,11001000,AUTOMOVIL,KIA,PICANTO LX,2014,BLANCO,1,2021,FEBRERO,2021-02-02T19:24:00Z
2021-02-02,CUNDINAMARCA,BOGOTA D.C. (CT),MARTES,16:38:00,TINTALITO E-8,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,CONDUCTOR VEHICULO,53,MASCULINO,DIVORCIADO,COLOMBIA,INDEPENDIENTE,CONTADURIA PUBLICA,SUPERIOR,11001000,AUTOMOVIL,CHEVROLET,SPARK,2015,BLANCO,1,2021,FEBRERO,2021-02-02T16:38:00Z
2021-02-02,CUNDINAMARCA,BOJACA,MARTES,12:30:00,CENTRO,RURAL,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,32,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,COMERCIO,SUPERIOR,25099000,AUTOMOVIL,NISSAN,TIIDA,2012,ROJO,1,2021,FEBRERO,2021-02-02T12:30:00Z
2021-02-02,CUNDINAMARCA,FUNZA,MARTES,04:00:00,EL HATO II,URBANA,PLAZAS DE MERCADO,SIN EMPLEO DE ARMAS,A PIE,A PIE,80,MASCULINO,CASADO,COLOMBIA,PENSIONADO,-,PRIMARIA,25286000,CAMIONETA,MAZDA,B 2000,-,ROJO,1,2021,FEBRERO,2021-02-02T04:00:00Z
2021-02-02,CUNDINAMARCA,SIMIJACA,MARTES,02:30:00,CENTRO,URBANA,SOBRE ANDEN - VIA PUBLICA,SIN EMPLEO DE ARMAS,A PIE,A PIE,48,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,25745000,AUTOMOVIL,CHEVROLET,SPRINT,-,VERDE,1,2021,FEBRERO,2021-02-02T02:30:00Z
2021-02-02,CUNDINAMARCA,SOACHA,MARTES,20:00:00,SAN HUMBERTO,URBANA,APARTAMENTO EN CONJUNTO CERRADO,SIN EMPLEO DE ARMAS,A PIE,A PIE,36,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,25754000,AUTOMOVIL,CHEVROLET,SAIL,-,NEGRO,1,2021,FEBRERO,2021-02-02T20:00:00Z
2021-02-02,GUAJIRA,HATONUEVO,MARTES,11:00:00,CENTRO,RURAL,TRAMO DE VIA,SIN EMPLEO DE ARMAS,A PIE,A PIE,51,MASCULINO,CASADO,COLOMBIA,INDEPENDIENTE,AGRONOMIA,SUPERIOR,44378000,BUS,CHEVROLET,FRR,2015,BLANCO Y VERDE,1,2021,FEBRERO,2021-02-02T11:00:00Z
2021-02-02,GUAJIRA,RIOHACHA (CT),MARTES,11:03:00,LIBERTADOR,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,-1,MASCULINO,SOLTERO,-,EMPLEADO PARTICULAR,NO REPORTADA,NO REPORTADO,44001000,AUTOMOVIL,MAZDA,121 LX,-,BLANCO,1,2021,FEBRERO,2021-02-02T11:03:00Z
2021-02-02,NARINO,IMUES,MARTES,17:30:00,VEREDA SAN ISIDRO,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,CONDUCTOR VEHICULO,31,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADA,NO REPORTADO,52354000,CAMIONETA,MITSUBISHI,MONTERO V 12 VN,1997,VERDE,1,2021,FEBRERO,2021-02-02T17:30:00Z
2021-02-02,VALLE,CALI (CT),MARTES,10:00:00,JORGE ELIECER GAITAN E6,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,40,FEMENINO,CASADO,COLOMBIA,EMPLEADO PARTICULAR,COMERCIO,SECUNDARIA,76001000,AUTOMOVIL,CHEVROLET,SWIFT,1992,AZUL,1,2021,FEBRERO,2021-02-02T10:00:00Z
2021-02-02,VALLE,CALI (CT),MARTES,21:30:00,VALLE GRANDE E21,URBANA,APARTAMENTO EN CONJUNTO CERRADO,LLAVE MAESTRA,A PIE,A PIE,38,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,76001000,AUTOMOVIL,HYUNDAI,I 10,2014,GRIS,1,2021,FEBRERO,2021-02-02T21:30:00Z
2021-02-02,VALLE,CALI (CT),MARTES,13:00:00,GUAYAQUIL E9,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,58,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADA,SECUNDARIA,76001000,AUTOMOVIL,RENAULT,MASTER FG,1987,ROJO,1,2021,FEBRERO,2021-02-02T13:00:00Z
2021-02-02,VALLE,CALI (CT),MARTES,13:30:00,PANAMERICANO E10,URBANA,FRENTE A ALMACEN - VIA PUBLICA,SIN EMPLEO DE ARMAS,A PIE,A PIE,67,MASCULINO,CASADO,COLOMBIA,PENSIONADO,-,TECNOLOGO,76001000,AUTOMOVIL,KIA,RIO HB,2021,BLANCO,1,2021,FEBRERO,2021-02-02T13:30:00Z
2021-02-02,VALLE,CALI (CT),MARTES,01:30:00,EL INGENIO E17,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,28,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,DERECHO,SUPERIOR,76001000,AUTOMOVIL,CHEVROLET,SPARK GT,2012,BLANCO,1,2021,FEBRERO,2021-02-02T01:30:00Z
2021-02-02,VALLE,JAMUNDI,MARTES,01:00:00,AMIGOS 2000 E24,URBANA,CARRETERA,SIN EMPLEO DE ARMAS,A PIE,A PIE,53,MASCULINO,CASADO,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,76364000,AUTOMOVIL,CHEVROLET,SPRINT,1994,BLANCO,1,2021,FEBRERO,2021-02-02T01:00:00Z
2021-02-03,ANTIOQUIA,MEDELLIN (CT),MIERCOLES,22:00:00,LOS COLORES C-11,URBANA,PARQUEADERO,SIN EMPLEO DE ARMAS,A PIE,A PIE,69,MASCULINO,CASADO,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,5001000,AUTOMOVIL,CHEVROLET,AVEO,2012,AZUL,1,2021,FEBRERO,2021-02-03T22:00:00Z
2021-02-03,ATLANTICO,BARRANQUILLA (CT),MIERCOLES,20:00:00,EL VALLE,URBANA,DENTRO DE LA VIVIENDA,ARMA DE FUEGO,A PIE,A PIE,36,MASCULINO,-,COLOMBIA,EMPLEADO PARTICULAR,OPTOMETRIA,SUPERIOR,8001000,AUTOMOVIL,NISSAN,SENTRA 2.0,2011,GRIS,1,2021,FEBRERO,2021-02-03T20:00:00Z
2021-02-03,ATLANTICO,BARRANQUILLA (CT),MIERCOLES,21:00:00,RIOMAR,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,66,MASCULINO,CASADO,COLOMBIA,EMPLEADO PARTICULAR,INGENIERIA AGROINDUSTRIAL,SUPERIOR,8001000,CAMIONETA,CHEVROLET,CAPTIVA SPORT,2011,BLANCO,1,2021,FEBRERO,2021-02-03T21:00:00Z
2021-02-03,ATLANTICO,BARRANQUILLA (CT),MIERCOLES,15:00:00,BOLICHE,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,CONDUCTOR VEHICULO,40,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADA,NO REPORTADO,8001000,CAMIONETA,CHEVROLET,DIMAX,-,PLATA,1,2021,FEBRERO,2021-02-03T15:00:00Z
2021-02-03,CAUCA,CORINTO,MIERCOLES,10:29:00,VDA EL JAGUAL,RURAL,CARRETERA,ARMA DE FUEGO,A PIE,A PIE,37,MASCULINO,CASADO,COLOMBIA,EMPLEADO PARTICULAR,-,TECNICO,19212000,CAMIONETA,NISSAN,NP300 FRONTIER,2021,BLANCO,1,2021,FEBRERO,2021-02-03T10:29:00Z
2021-02-03,CAUCA,MERCADERES,MIERCOLES,02:30:00,CENTRO,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,25,FEMENINO,UNION LIBRE,COLOMBIA,AMA DE CASA,TECNOLOGO  EN SISTEMAS,SECUNDARIA,19450000,CAMIONETA,TOYOTA,LAND CRUISER,1998,VERDE,1,2021,FEBRERO,2021-02-03T02:30:00Z
2021-02-03,CUNDINAMARCA,BOGOTA D.C. (CT),MIERCOLES,20:00:00,POTOSI E-19,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,38,MASCULINO,CASADO,COLOMBIA,INDEPENDIENTE,-,TECNICO,11001000,CAMIONETA,TOYOTA,HILUX,1997,BLANCO,1,2021,FEBRERO,2021-02-03T20:00:00Z
2021-02-03,CUNDINAMARCA,BOGOTA D.C. (CT),MIERCOLES,21:00:00,YOMASA NORTE E-5,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,25,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,TECNICO,11001000,CAMIONETA,CHEVROLET,NHR,2013,BLANCO,1,2021,FEBRERO,2021-02-03T21:00:00Z
2021-02-03,CUNDINAMARCA,BOGOTA D.C. (CT),MIERCOLES,19:00:00,SAN BERNARDINO E-7,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,CONDUCTOR VEHICULO,58,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,11001000,AUTOMOVIL,CHEVROLET,SAIL,2015,BLANCO,1,2021,FEBRERO,2021-02-03T19:00:00Z
2021-02-03,CUNDINAMARCA,BOGOTA D.C. (CT),MIERCOLES,20:30:00,SANTA MATILDE E-16,URBANA,TRAMO DE VIA,SIN EMPLEO DE ARMAS,A PIE,A PIE,37,MASCULINO,CASADO,COLOMBIA,EMPLEADO PARTICULAR,EDUCACION FAMILIAR Y SOCIAL,SUPERIOR,11001000,AUTOMOVIL,HYUNDAI,ACCENT GLS,-,LILA,1,2021,FEBRERO,2021-02-03T20:30:00Z
2021-02-03,CUNDINAMARCA,BOGOTA D.C. (CT),MIERCOLES,23:00:00,ENGATIVA E-10,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,CONDUCTOR VEHICULO,45,MASCULINO,CASADO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,11001000,AUTOMOVIL,CHEVROLET,SPRINT,2001,ROJO,1,2021,FEBRERO,2021-02-03T23:00:00Z
2021-02-03,CUNDINAMARCA,BOGOTA D.C. (CT),MIERCOLES,03:00:00,EL REDIL II ETAPA E-1,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,CONDUCTOR VEHICULO,25,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SUPERIOR,11001000,AUTOMOVIL,KIA,PICANTO,2007,AZUL,1,2021,FEBRERO,2021-02-03T03:00:00Z
2021-02-03,CUNDINAMARCA,BOGOTA D.C. (CT),MIERCOLES,01:00:00,CASTILLA E-8,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,CONDUCTOR TAXI,CONDUCTOR VEHICULO,42,MASCULINO,CASADO,COLOMBIA,INDEPENDIENTE,-,SUPERIOR,11001000,CAMIONETA,CHEVROLET,NHR,2007,AZUL,1,2021,FEBRERO,2021-02-03T01:00:00Z
2021-02-03,CUNDINAMARCA,BOGOTA D.C. (CT),MIERCOLES,01:00:00,JORGE ELIECER GAITAN E-12,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,CONDUCTOR VEHICULO,51,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,TECNICO,11001000,CAMIONETA,TOYOTA,HILUX,2002,VERDE,1,2021,FEBRERO,2021-02-03T01:00:00Z
2021-02-03,CUNDINAMARCA,BOGOTA D.C. (CT),MIERCOLES,10:30:00,ALTOS DE BETANIA III E-5,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,31,FEMENINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,SUPERIOR,11001000,AUTOMOVIL,CHEVROLET,SPARK,2017,NEGRO,1,2021,FEBRERO,2021-02-03T10:30:00Z
2021-02-03,CUNDINAMARCA,BOGOTA D.C. (CT),MIERCOLES,20:45:00,COMPARTIR E-11,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,65,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,SUPERIOR,11001000,AUTOMOVIL,CHEVROLET,SPARK,2016,PLATA,1,2021,FEBRERO,2021-02-03T20:45:00Z
2021-02-03,CUNDINAMARCA,BOGOTA D.C. (CT),MIERCOLES,17:15:00,CASTILLA E-8,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,49,FEMENINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,11001000,AUTOMOVIL,VOLKSWAGEN,AMAROK,002020,NEGRO Y BLANCO,1,2021,FEBRERO,2021-02-03T17:15:00Z
2021-02-03,CUNDINAMARCA,BOGOTA D.C. (CT),MIERCOLES,05:45:00,REPUBLICA DE CANADA E-4,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,CONDUCTOR VEHICULO,45,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,TECNICO,11001000,CAMIONETA,RENAULT,CAPTUR DYNAMIQUE,002020,BLANCO,1,2021,FEBRERO,2021-02-03T05:45:00Z
2021-02-03,CUNDINAMARCA,BOGOTA D.C. (CT),MIERCOLES,22:25:00,EL MUELLE E-10,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,29,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,ADMINISTRACION  DE EMPRESAS,SUPERIOR,11001000,AUTOMOVIL,CHEVROLET,SAIL,2017,ROJO,1,2021,FEBRERO,2021-02-03T22:25:00Z
2021-02-03,CUNDINAMARCA,BOJACA,MIERCOLES,08:30:00,GAITAN,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,CONDUCTOR VEHICULO,30,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADA,NO REPORTADO,25099000,TRACTO_CAMION,HINO,FC9JJTA,2021,BLANCO,1,2021,FEBRERO,2021-02-03T08:30:00Z
2021-02-03,CUNDINAMARCA,FUNZA,MIERCOLES,15:00:00,EL HATO I,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,SIN EMPLEO DE ARMAS,A PIE,A PIE,46,FEMENINO,CASADO,COLOMBIA,EMPLEADO PARTICULAR,ESPECIALIZACION EN COMPUTACION PARA LA DOCENCIA,SUPERIOR,25286000,AUTOMOVIL,HYUNDAI,ATOS SANTRO GL,-,VINOTINTO,2,2021,FEBRERO,2021-02-03T15:00:00Z
2021-02-03,GUAJIRA,VILLANUEVA,MIERCOLES,02:00:00,EURARE,URBANA,APARTAMENTO,SIN EMPLEO DE ARMAS,A PIE,A PIE,55,FEMENINO,CASADO,COLOMBIA,EMPLEADO PARTICULAR,AUXILIARES DE CONTABILIDAD,TECNICO,44874000,CAMIONETA,DAIHATSU,TERIOS,2006,GRIS,1,2021,FEBRERO,2021-02-03T02:00:00Z
2021-02-03,NARINO,PASTO (CT),MIERCOLES,09:00:00,BACHUE,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,37,FEMENINO,UNION LIBRE,COLOMBIA,EMPLEADO PUBLICO,ODONTOLOGIA,SUPERIOR,52001000,CAMPERO,MITSUBISHI,MONTERO,1993,NEGRO,1,2021,FEBRERO,2021-02-03T09:00:00Z
2021-02-03,SANTANDER,BUCARAMANGA (CT),MIERCOLES,19:54:00,URB. BRISAS DE PROVENZA,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,34,MASCULINO,UNION LIBRE,COLOMBIA,COMERCIANTE,TECNOLOGO  EN REGENCIA DE FARMACIA,TECNICO,68001000,CAMIONETA,NISSAN,MURANO,2004,AZUL ZAFIRO,1,2021,FEBRERO,2021-02-03T19:54:00Z
2021-02-03,TOLIMA,IBAGUE (CT),MIERCOLES,13:30:00,EL SALADO,URBANA,PARQUEADERO,SIN EMPLEO DE ARMAS,A PIE,A PIE,31,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,73001000,CAMIONETA,TOYOTA,CRUISER,2012,BEIGE,1,2021,FEBRERO,2021-02-03T13:30:00Z
2021-02-03,VALLE,CALI (CT),MIERCOLES,10:00:00,SIETE DE AGOSTO E7,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,37,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,76001000,AUTOMOVIL,NISSAN,MARCH,2016,PLATA,1,2021,FEBRERO,2021-02-03T10:00:00Z
2021-02-03,VALLE,CALI (CT),MIERCOLES,23:00:00,CIUDADELA DEL RIO E21,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,42,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,76001000,AUTOMOVIL,MAZDA,3,2018,ROJO,1,2021,FEBRERO,2021-02-03T23:00:00Z
2021-02-03,VALLE,CALI (CT),MIERCOLES,13:00:00,SANTA MONICA POPULAR E8,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,34,MASCULINO,CASADO,COLOMBIA,EMPLEADO PARTICULAR,DERECHO,SUPERIOR,76001000,AUTOMOVIL,CHEVROLET,SPARK,2013,GRIS,1,2021,FEBRERO,2021-02-03T13:00:00Z
2021-02-03,VALLE,CALI (CT),MIERCOLES,17:30:00,LILI E17,URBANA,PARQUEADERO,SIN EMPLEO DE ARMAS,A PIE,A PIE,28,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,DERECHO,SUPERIOR,76001000,CAMIONETA,KIA,NEW SOUL EX,2017,PLATA,1,2021,FEBRERO,2021-02-03T17:30:00Z
2021-02-03,VALLE,CALI (CT),MIERCOLES,00:20:00,PROMOCIONES POPULARES E14,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,60,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADA,SECUNDARIA,76001000,COLECTIVO,NISSAN,URVAN,1999,BLANCO,1,2021,FEBRERO,2021-02-03T00:20:00Z
2021-02-03,VALLE,CALI (CT),MIERCOLES,07:10:00,ATANASIO GIRARDOT E8,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,55,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADA,SECUNDARIA,76001000,AUTOMOVIL,CHEVROLET,SPRINT,1999,VERDE,1,2021,FEBRERO,2021-02-03T07:10:00Z
