FECHA,DEPARTAMENTO,MUNICIPIO,DIA,HORA,BARRIO,ZONA,CLASE DE SITIO,ARMA EMPLEADA,MOVIL AGRESOR,MOVIL VICTIMA,EDAD,SEXO,ESTADO CIVIL,PAIS DE NACIMIENTO,CLASE DE EMPLEADO,PROFESION,ESCOLARIDAD,CODIGO DANE,CLASE,MARCA,LINEA,MODELO,COLOR,CANTIDAD,ANIO,MES,UTC DATETIME
2021-07-01,ANTIOQUIA,MEDELLIN (CT),JUEVES,15:00:00,TRICENTENARIO C-5,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,43,FEMENINO,DIVORCIADO,COLOMBIA,EMPLEADO PARTICULAR,CONTADURIA PUBLICA,SUPERIOR,5001000,VEHICULO-PANEL,CHEVROLET,AVEO,2009,BLANCO,1,2021,JULIO,2021-07-01T15:00:00Z
2021-07-01,ANTIOQUIA,MEDELLIN (CT),JUEVES,08:30:00,VILLA NIZA  C-2,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,CONDUCTOR VEHICULO,CONDUCTOR VEHICULO,43,MASCULINO,UNION LIBRE,COLOMBIA,NO REPORTA,-,PRIMARIA,5001000,AUTOMOVIL,MAZDA,323,1989,BLANCO,1,2021,JULIO,2021-07-01T08:30:00Z
2021-07-01,ANTIOQUIA,MEDELLIN (CT),JUEVES,03:30:00,EL SOCORRO C-13,URBANA,OTRO,SIN EMPLEO DE ARMAS,A PIE,A PIE,30,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,5001000,AUTOMOVIL,CHEVROLET,TRACKER,2016,BLANCO,1,2021,JULIO,2021-07-01T03:30:00Z
2021-07-01,ANTIOQUIA,MEDELLIN (CT),JUEVES,15:49:00,CORAZON DE JESUS C-10,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,28,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADA,NO REPORTADO,5001000,AUTOMOVIL,RENAULT,SYMBOL ALIZE,2005,DORADO,1,2021,JULIO,2021-07-01T15:49:00Z
2021-07-01,ATLANTICO,BARANOA,JUEVES,19:30:00,ZONA RURAL,URBANA,TROCHA,ARMA DE FUEGO,PASAJERO MOTOCICLETA,CONDUCTOR VEHICULO,61,MASCULINO,CASADO,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADA,SECUNDARIA,8078000,CAMIONETA,RENAULT,ALASKAN DYNAMIQUE 4WD,2017,MARRON,1,2021,JULIO,2021-07-01T19:30:00Z
2021-07-01,ATLANTICO,BARRANQUILLA (CT),JUEVES,14:00:00,LA SIERRITA,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,38,MASCULINO,CASADO,COLOMBIA,EMPLEADO PUBLICO,-,SUPERIOR,8001000,AUTOMOVIL,CHEVROLET,CRUZE,2011,NEGRO,1,2021,JULIO,2021-07-01T14:00:00Z
2021-07-01,BOLIVAR,CARTAGENA (CT),JUEVES,00:00:00,OLAYA HERRERA,URBANA,PARQUEADERO,SIN EMPLEO DE ARMAS,A PIE,A PIE,41,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADA,SECUNDARIA,13001000,AUTOMOVIL,MAZDA,1.6 SEDAN AUT,1992,GRIS PLATINO,1,2021,JULIO,2021-07-01T00:00:00Z
2021-07-01,CAUCA,PAEZ,JUEVES,10:40:00,SITIO EL VOLADOR,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,51,FEMENINO,SOLTERO,-,EMPLEADO PARTICULAR,NO REPORTADA,NO REPORTADO,19517000,CAMIONETA,FOTON,BJ2037Y3MDV,2014,BLANCO,1,2021,JULIO,2021-07-01T10:40:00Z
2021-07-01,CUNDINAMARCA,BOGOTA D.C. (CT),JUEVES,21:00:00,NUEVAS DELICIAS E-8,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,CONDUCTOR VEHICULO,33,MASCULINO,CASADO,COLOMBIA,EMPLEADO PARTICULAR,-,TECNOLOGO,11001000,AUTOMOVIL,CHEVROLET,SPARK,2018,GRIS,1,2021,JULIO,2021-07-01T21:00:00Z
2021-07-01,CUNDINAMARCA,BOGOTA D.C. (CT),JUEVES,19:00:00,SALITRE PLAZA E-9,URBANA,PARQUEADERO,SIN EMPLEO DE ARMAS,A PIE,A PIE,40,MASCULINO,CASADO,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADA,TECNICO,11001000,VEHICULO-PANEL,RENAULT,CLIO III  DYNAMIQUE FASE II,-,-,1,2021,JULIO,2021-07-01T19:00:00Z
2021-07-01,CUNDINAMARCA,BOGOTA D.C. (CT),JUEVES,21:30:00,PROVIDENCIA ALTA E-18,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,CONDUCTOR VEHICULO,25,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,11001000,AUTOMOVIL,CHEVROLET,AVEO,2012,PLATA,1,2021,JULIO,2021-07-01T21:30:00Z
2021-07-01,CUNDINAMARCA,BOGOTA D.C. (CT),JUEVES,19:30:00,MONTEBLANCO E-5,URBANA,CASAS DE HABITACION,LLAVE MAESTRA,A PIE,A PIE,31,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,SECUNDARIA,11001000,AUTOMOVIL,CHEVROLET,CRUZE PLATINUM,2011,GRIS,1,2021,JULIO,2021-07-01T19:30:00Z
2021-07-01,CUNDINAMARCA,BOGOTA D.C. (CT),JUEVES,15:00:00,LOS ALCAZARES E-12,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,BICICLETA,CONDUCTOR VEHICULO,38,MASCULINO,CASADO,COLOMBIA,COMERCIANTE,ADMINISTRACION  DE NEGOCIOS,SUPERIOR,11001000,AUTOMOVIL,KIA,RIO,2018,PLATA,1,2021,JULIO,2021-07-01T15:00:00Z
2021-07-01,CUNDINAMARCA,BOGOTA D.C. (CT),JUEVES,11:00:00,LAGO TIMIZA II ETAPA E-8,URBANA,VIAS PUBLICAS,ESCOPOLAMINA,A PIE,CONDUCTOR VEHICULO,68,MASCULINO,CASADO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,11001000,CAMIONETA,NISSAN,D21,1994,PLATEADO,1,2021,JULIO,2021-07-01T11:00:00Z
2021-07-01,CUNDINAMARCA,BOGOTA D.C. (CT),JUEVES,02:00:00,GRAN YOMASA E-5,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,CONDUCTOR VEHICULO,50,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,TECNICO,11001000,AUTOMOVIL,RENAULT,R 9,1994,BEIGE,1,2021,JULIO,2021-07-01T02:00:00Z
2021-07-01,CUNDINAMARCA,BOGOTA D.C. (CT),JUEVES,08:30:00,BRASILIA SUR E-5,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,64,FEMENINO,CASADO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,11001000,AUTOMOVIL,CHEVROLET,SPARK LIFE,2018,GRIS,1,2021,JULIO,2021-07-01T08:30:00Z
2021-07-01,CUNDINAMARCA,BOGOTA D.C. (CT),JUEVES,21:50:00,GARCES NAVAS E-10,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO VEHICULO,CONDUCTOR VEHICULO,58,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,11001000,AUTOMOVIL,CHEVROLET,SAIL,2017,GRIS,1,2021,JULIO,2021-07-01T21:50:00Z
2021-07-01,CUNDINAMARCA,BOGOTA D.C. (CT),JUEVES,02:35:00,LAGOS DE CASTILLA E-8,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,50,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,SUPERIOR,11001000,CAMIONETA,CHEVROLET,LUV,2001,BLANCO,1,2021,JULIO,2021-07-01T02:35:00Z
2021-07-01,CUNDINAMARCA,COGUA,JUEVES,08:00:00,VILLA NOHORA,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,-1,MASCULINO,SOLTERO,-,EMPLEADO PARTICULAR,NO REPORTADA,NO REPORTADO,25200000,CAMIONETA,MAZDA,BT 50,-,PLATA,1,2021,JULIO,2021-07-01T08:00:00Z
2021-07-01,CUNDINAMARCA,SOACHA,JUEVES,14:00:00,EL PORVENIR,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,42,FEMENINO,CASADO,COLOMBIA,AMA DE CASA,-,SECUNDARIA,25754000,AUTOMOVIL,MAZDA,-,2014,NEGRO Y BLANCO,1,2021,JULIO,2021-07-01T14:00:00Z
2021-07-01,CUNDINAMARCA,SOACHA,JUEVES,15:19:00,LA DESPENSA,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,70,MASCULINO,SOLTERO,-,EMPLEADO PARTICULAR,NO REPORTADA,NO REPORTADO,25754000,CAMIONETA,CHEVROLET,LUV,-,AZUL,1,2021,JULIO,2021-07-01T15:19:00Z
2021-07-01,HUILA,LA PLATA,JUEVES,23:00:00,GARCIA ROVIRA,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,45,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADA,PRIMARIA,41396000,CAMIONETA,CHEVROLET,LUV TFR LWB,2002,ROJO,1,2021,JULIO,2021-07-01T23:00:00Z
2021-07-01,NORTE DE SANTANDER,CUCUTA (CT),JUEVES,21:13:00,BARRIO NIZA,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,CONDUCTOR VEHICULO,A PIE,37,FEMENINO,SOLTERO,-,COMERCIANTE,-,SECUNDARIA,54001000,CAMIONETA,TOYOTA,HILUX,2019,BLANCO,1,2021,JULIO,2021-07-01T21:13:00Z
2021-07-01,TOLIMA,IBAGUE (CT),JUEVES,14:00:00,IRAZU,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,62,FEMENINO,CASADO,COLOMBIA,AMA DE CASA,-,SECUNDARIA,73001000,CAMIONETA,RENAULT,"DUSTER EXPRESSION 2,0",2013,BLANCO,1,2021,JULIO,2021-07-01T14:00:00Z
2021-07-01,VALLE,CALI (CT),JUEVES,19:00:00,VALLE GRANDE E21,URBANA,CASAS DE HABITACION,SIN EMPLEO DE ARMAS,A PIE,A PIE,45,MASCULINO,VIUDO,COLOMBIA,EMPLEADO PARTICULAR,BIOLOGIA Y QUIMICA,TECNOLOGO,76001000,VEHICULO-PANEL,KIA,RIO EX,2011,PLATEADO,1,2021,JULIO,2021-07-01T19:00:00Z
2021-07-01,VALLE,CALI (CT),JUEVES,08:00:00,EL BOSQUE E2,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,33,MASCULINO,CASADO,COLOMBIA,EMPLEADO PARTICULAR,ADMINISTRACION  COMERCIAL,SECUNDARIA,76001000,AUTOMOVIL,MAZDA,3,2017,GRIS,1,2021,JULIO,2021-07-01T08:00:00Z
2021-07-01,VALLE,CALI (CT),JUEVES,17:00:00,LILI E17,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,34,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADA,SUPERIOR,76001000,AUTOMOVIL,MAZDA,ALLEGRO,1998,PERLA,1,2021,JULIO,2021-07-01T17:00:00Z
2021-07-01,VALLE,CALI (CT),JUEVES,12:00:00,NUEVA GRANADA E19,URBANA,PELUQUERIA Y SIMILARES,SIN EMPLEO DE ARMAS,A PIE,A PIE,64,FEMENINO,SOLTERO,COLOMBIA,AMA DE CASA,SIN PROFESION,PRIMARIA,76001000,AUTOMOVIL,CHEVROLET,SAIL,2019,BLANCO,1,2021,JULIO,2021-07-01T12:00:00Z
2021-07-01,VALLE,CALI (CT),JUEVES,16:30:00,LA FLORA E2,URBANA,FRENTE RESTAURANTE,SIN EMPLEO DE ARMAS,A PIE,A PIE,70,FEMENINO,CASADO,COLOMBIA,AMA DE CASA,COMERCIO EXTERIOR,TECNICO,76001000,AUTOMOVIL,KIA,-,2013,PLATA,1,2021,JULIO,2021-07-01T16:30:00Z
2021-07-01,VALLE,CALI (CT),JUEVES,17:30:00,PRIMITIVO CRESPO E8,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,SIN EMPLEO DE ARMAS,A PIE,A PIE,57,FEMENINO,CASADO,COLOMBIA,EMPLEADO PUBLICO,PROFESORES DE PREESCOLAR,SUPERIOR,76001000,AUTOMOVIL,HYUNDAI,-,2015,PLATA,1,2021,JULIO,2021-07-01T17:30:00Z
2021-07-01,VALLE,CALI (CT),JUEVES,02:30:00,EL CORTIJO E20,URBANA,CARRETERA,ARMA DE FUEGO,A PIE,A PIE,51,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,76001000,AUTOMOVIL,HYUNDAI,ATOS PRIME GL,2011,AMARILLO,1,2021,JULIO,2021-07-01T02:30:00Z
2021-07-01,VALLE,CALI (CT),JUEVES,05:40:00,URB. MILITAR E19,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,38,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADA,SUPERIOR,76001000,CAMIONETA,KIA,NEW SPORTAGE LX,2012,NEGRO,1,2021,JULIO,2021-07-01T05:40:00Z
2021-07-01,VALLE,CALI (CT),JUEVES,12:03:00,EL LIMONAR E17,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,35,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADA,SECUNDARIA,76001000,CAMIONETA,TOYOTA,RAV 4,2016,PLATA,1,2021,JULIO,2021-07-01T12:03:00Z
2021-07-01,VALLE,CANDELARIA,JUEVES,13:30:00,CGTO VILLAGORGONA,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,SIN EMPLEO DE ARMAS,A PIE,A PIE,55,FEMENINO,VIUDO,COLOMBIA,AMA DE CASA,-,SECUNDARIA,76130000,AUTOMOVIL,MAZDA,-,1993,VERDE,1,2021,JULIO,2021-07-01T13:30:00Z
2021-07-01,VALLE,YUMBO,JUEVES,12:30:00,VIA YUMBO DAPA (25-8),RURAL,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,25,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,DISENO GRAFICO,TECNICO,76892000,VEHICULO-PANEL,HYUNDAI,ACCENT,2016,BLANCO,1,2021,JULIO,2021-07-01T12:30:00Z
2021-07-02,ANTIOQUIA,ABEJORRAL,VIERNES,09:00:00,EL CHAGUALO,RURAL,TRAMO DE VIA,SIN EMPLEO DE ARMAS,A PIE,CONDUCTOR VEHICULO,35,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,PRIMARIA,5002000,AUTOMOVIL,CHEVROLET,AVEO L,2013,ROJO,1,2021,JULIO,2021-07-02T09:00:00Z
2021-07-02,ANTIOQUIA,ITAGUI,VIERNES,22:00:00,PLAYA RICA,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,61,MASCULINO,UNION LIBRE,COLOMBIA,COMERCIANTE,ADMINISTRACION  AGRICOLA,PRIMARIA,5360000,VEHICULO-PANEL,TOYOTA,HILUX,2010,PLATEADO,1,2021,JULIO,2021-07-02T22:00:00Z
2021-07-02,ANTIOQUIA,MEDELLIN (CT),VIERNES,23:30:00,BELEN C-16,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,SIN EMPLEO DE ARMAS,A PIE,A PIE,44,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,ADMINISTRACION  DE EMPRESAS,SUPERIOR,5001000,AUTOMOVIL,CHEVROLET,LUV TFR,1995,BLANCO,1,2021,JULIO,2021-07-02T23:30:00Z
2021-07-02,ANTIOQUIA,MEDELLIN (CT),VIERNES,06:30:00,FATIMA C-16,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,CONDUCTOR VEHICULO,57,MASCULINO,SOLTERO,COLOMBIA,NO REPORTA,-,SECUNDARIA,5001000,AUTOMOVIL,MAZDA,2,2012,BLANCO,1,2021,JULIO,2021-07-02T06:30:00Z
2021-07-02,ANTIOQUIA,MEDELLIN (CT),VIERNES,06:40:00,FATIMA C-16,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,57,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADA,SECUNDARIA,5001000,AUTOMOVIL,MAZDA,2,2012,BLANCO,1,2021,JULIO,2021-07-02T06:40:00Z
2021-07-02,ANTIOQUIA,SAN VICENTE,VIERNES,22:00:00,CHAPARRAL,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,CONDUCTOR VEHICULO,33,FEMENINO,CASADO,COLOMBIA,AMA DE CASA,ADMINISTRACION  DE COMERCIO EXTERIOR,SUPERIOR,5674000,CAMIONETA,TOYOTA,HILUX,2010,-,1,2021,JULIO,2021-07-02T22:00:00Z
2021-07-02,ANTIOQUIA,SAN VICENTE,VIERNES,22:05:00,CHAPARRAL,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,61,FEMENINO,UNION LIBRE,COLOMBIA,NO REPORTA,-,PRIMARIA,5674000,CAMIONETA,TOYOTA,HILUX 4X4,2010,PLATA,1,2021,JULIO,2021-07-02T22:05:00Z
2021-07-02,BOLIVAR,CARTAGENA (CT),VIERNES,20:00:00,CRESPO,URBANA,OTRO,SIN EMPLEO DE ARMAS,A PIE,CONDUCTOR VEHICULO,47,FEMENINO,CASADO,COLOMBIA,COMERCIANTE,DERECHO,SUPERIOR,13001000,AUTOMOVIL,TOYOTA,CAMRY,1993,VERDE,1,2021,JULIO,2021-07-02T20:00:00Z
2021-07-02,CAUCA,POPAYAN (CT),VIERNES,16:00:00,LA LADERA,URBANA,PARQUEADERO,SIN EMPLEO DE ARMAS,A PIE,A PIE,23,FEMENINO,SOLTERO,COLOMBIA,ESTUDIANTE,-,SUPERIOR,19001000,CAMIONETA,CHANA,STAR,-,BLANCO,1,2021,JULIO,2021-07-02T16:00:00Z
2021-07-02,CUNDINAMARCA,BOGOTA D.C. (CT),VIERNES,20:00:00,EL ENCANTO E-10,URBANA,CASAS DE HABITACION,ARMA DE FUEGO,A PIE,A PIE,58,MASCULINO,CASADO,COLOMBIA,EMPLEADO PARTICULAR,ESPECIALIZACION EN SISTEMAS,SUPERIOR,11001000,CAMPERO,TOYOTA,PRADO TX-L,2017,PLATA,1,2021,JULIO,2021-07-02T20:00:00Z
2021-07-02,CUNDINAMARCA,BOGOTA D.C. (CT),VIERNES,21:00:00,PIAMONTE E-7,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,CONDUCTOR VEHICULO,24,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,TECNICO,11001000,CAMIONETA,CHEVROLET,LUV,1998,AZUL,1,2021,JULIO,2021-07-02T21:00:00Z
2021-07-02,CUNDINAMARCA,BOGOTA D.C. (CT),VIERNES,22:00:00,MARLY E-2,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,CONDUCTOR VEHICULO,57,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,11001000,AUTOMOVIL,KIA,PICANTO,2010,ROJO,1,2021,JULIO,2021-07-02T22:00:00Z
2021-07-02,CUNDINAMARCA,BOGOTA D.C. (CT),VIERNES,21:30:00,CASTILLA E-8,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,43,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,11001000,AUTOMOVIL,CHEVROLET,SPARK,2015,GRIS,1,2021,JULIO,2021-07-02T21:30:00Z
2021-07-02,CUNDINAMARCA,BOGOTA D.C. (CT),VIERNES,23:00:00,GALAN E-16,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,CONDUCTOR VEHICULO,23,MASCULINO,SOLTERO,COLOMBIA,ESTUDIANTE,FINANZAS Y RELACIONES INTERNACIONALES,SUPERIOR,11001000,AUTOMOVIL,AUDI,A1 SPORTBACK,2017,ROJO,1,2021,JULIO,2021-07-02T23:00:00Z
2021-07-02,CUNDINAMARCA,BOGOTA D.C. (CT),VIERNES,22:30:00,ARBORIZADORA ALTA E-19,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,CONDUCTOR MOTOCICLETA,CONDUCTOR VEHICULO,37,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,11001000,AUTOMOVIL,CHEVROLET,SAIL,2018,NEGRO,1,2021,JULIO,2021-07-02T22:30:00Z
2021-07-02,CUNDINAMARCA,BOGOTA D.C. (CT),VIERNES,22:30:00,BOCHICA E-10,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,CONDUCTOR VEHICULO,37,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,COMERCIO,SECUNDARIA,11001000,CAMIONETA,HYUNDAI,TUCSON,2013,PLATA,1,2021,JULIO,2021-07-02T22:30:00Z
2021-07-02,CUNDINAMARCA,BOGOTA D.C. (CT),VIERNES,22:30:00,EL REFUGIO E-9,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO VEHICULO,CONDUCTOR VEHICULO,61,FEMENINO,SOLTERO,COLOMBIA,PENSIONADO,-,PRIMARIA,11001000,AUTOMOVIL,RENAULT,LOGAN EXPRESSION,2012,GRIS,1,2021,JULIO,2021-07-02T22:30:00Z
2021-07-02,CUNDINAMARCA,BOGOTA D.C. (CT),VIERNES,12:00:00,LOS MOLINOS DEL SUR E-18,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,CONDUCTOR VEHICULO,56,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,11001000,CAMIONETA,DODGE,D 100,1979,AZUL,1,2021,JULIO,2021-07-02T12:00:00Z
2021-07-02,CUNDINAMARCA,BOGOTA D.C. (CT),VIERNES,10:30:00,PANAMERICANO E-14,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,CONDUCTOR VEHICULO,74,MASCULINO,CASADO,COLOMBIA,DESEMPLEADO,-,SECUNDARIA,11001000,AUTOMOVIL,HYUNDAI,GRAND I10,2015,ROJO,1,2021,JULIO,2021-07-02T10:30:00Z
2021-07-02,CUNDINAMARCA,BOGOTA D.C. (CT),VIERNES,01:30:00,SUBA CENTRO E-11,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,CONDUCTOR VEHICULO,46,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,TECNICO,SECUNDARIA,11001000,AUTOMOVIL,CHEVROLET,CRUZE,2011,GRIS,1,2021,JULIO,2021-07-02T01:30:00Z
2021-07-02,CUNDINAMARCA,MOSQUERA,VIERNES,10:50:00,EL PORTAL DEL CERRITO,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,39,FEMENINO,SOLTERO,-,EMPLEADO PARTICULAR,NO REPORTADA,NO REPORTADO,25473000,CAMIONETA,DODGE,LINEA STANDARD,1976,AZUL,1,2021,JULIO,2021-07-02T10:50:00Z
2021-07-02,CUNDINAMARCA,SOACHA,VIERNES,00:00:00,COMPARTIR,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,38,MASCULINO,UNION LIBRE,-,EMPLEADO PARTICULAR,-,NO REPORTADO,25754000,MICROBUS,HYUNDAI,GRACE DLX,2000,VERDE OSCURO,1,2021,JULIO,2021-07-02T00:00:00Z
2021-07-02,CUNDINAMARCA,SOACHA,VIERNES,01:03:00,SAN HUMBERTO,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,30,MASCULINO,-,-,NO REPORTA,-,-,25754000,MICROBUS,HYUNDAI,LINEA STANDARD,2000,BLANCO,1,2021,JULIO,2021-07-02T01:03:00Z
2021-07-02,VALLE,CAICEDONIA,VIERNES,08:00:00,VIA CAICEDONIA - SEVILLA,RURAL,BOSQUES,CONTUNDENTES,A PIE,CONDUCTOR VEHICULO,53,MASCULINO,SOLTERO,COLOMBIA,PENSIONADO,TECNOLOGO RADIO TECNOLOGO,SUPERIOR,76122000,AUTOMOVIL,VOLKSWAGEN,LINEA STANDARD,002020,BLANCO,1,2021,JULIO,2021-07-02T08:00:00Z
2021-07-02,VALLE,CALI (CT),VIERNES,20:00:00,SIMON BOLIVAR E8,URBANA,SOBRE ANDEN - VIA PUBLICA,SIN EMPLEO DE ARMAS,A PIE,A PIE,40,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,COMERCIO,TECNOLOGO,76001000,VEHICULO-PANEL,HYUNDAI,GRAND I10,2016,GRIS,1,2021,JULIO,2021-07-02T20:00:00Z
2021-07-02,VALLE,CALI (CT),VIERNES,01:00:00,SAN FERNANDO VIEJO E19,URBANA,CLINICAS Y SIMILARES,SIN EMPLEO DE ARMAS,A PIE,A PIE,39,FEMENINO,SOLTERO,COLOMBIA,INDEPENDIENTE,COMERCIO INTERNACIONAL Y MERCADEO,SUPERIOR,76001000,AUTOMOVIL,KIA,PICANTO,2019,ROJO,1,2021,JULIO,2021-07-02T01:00:00Z
2021-07-02,VALLE,CALI (CT),VIERNES,13:00:00,EL INGENIO E17,URBANA,CASA EN CONJUNTO CERRADO,SIN EMPLEO DE ARMAS,A PIE,A PIE,26,FEMENINO,CASADO,COLOMBIA,EMPLEADO PARTICULAR,ECONOMIA,SUPERIOR,76001000,AUTOMOVIL,KIA,RIO,2018,PLATEADO,1,2021,JULIO,2021-07-02T13:00:00Z
2021-07-02,VALLE,CALI (CT),VIERNES,13:00:00,GRANADA E2,URBANA,DISCOTECAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,33,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,76001000,VEHICULO-PANEL,KIA,RIO HB EX,2016,BLANCO,1,2021,JULIO,2021-07-02T13:00:00Z
2021-07-02,VALLE,CALI (CT),VIERNES,07:00:00,PANAMERICANO E10,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,58,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,DERECHO,SUPERIOR,76001000,CAMPERO,TOYOTA,LAND CRUISER,1996,VINOTINTO,1,2021,JULIO,2021-07-02T07:00:00Z
2021-07-02,VALLE,CALI (CT),VIERNES,09:30:00,ALFEREZ REAL E18,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,27,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,ECONOMIA GENERAL,SUPERIOR,76001000,AUTOMOVIL,AUDI,A4 TURBO,2011,GRIS,1,2021,JULIO,2021-07-02T09:30:00Z
2021-07-02,VALLE,CALI (CT),VIERNES,22:05:00,URB. CIUDAD JARDIN E22,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,42,FEMENINO,SOLTERO,-,EMPLEADO PARTICULAR,NO REPORTADA,SECUNDARIA,76001000,AUTOMOVIL,MAZDA,CX-5,2018,PLATA,1,2021,JULIO,2021-07-02T22:05:00Z
